seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_4914	301	No terminal repeats	1	11	0.5606	NA	0	0.9377	NA	NA
k127_3907	301	No terminal repeats	1	11	0.5602	NA	0	0.0000	NA	NA
k127_5230	299	No terminal repeats	1	11	0.5562	NA	0	0.0000	NA	NA
k127_3300	325	No terminal repeats	1	11	0.5548	NA	0	0.7396	NA	NA
k127_8085	350	No terminal repeats	2	11	0.5493	NA	0	0.6320	NA	NA
k127_4398	288	No terminal repeats	1	11	0.5476	NA	0	0.0000	NA	NA
k127_4265	285	No terminal repeats	1	11	0.5363	NA	0	0.4952	NA	NA
k127_1479	300	No terminal repeats	2	11	0.5334	NA	0	0.0000	NA	NA
k127_11488	320	No terminal repeats	1	11	0.5330	NA	0	0.5207	NA	NA
k127_5974	297	No terminal repeats	1	11	0.5260	NA	0	0.0000	NA	NA
k127_10307	351	No terminal repeats	1	11	0.5181	NA	0	0.0000	NA	NA
k127_10358	228	No terminal repeats	1	11	0.5066	NA	0	0.8104	NA	NA
k127_317	300	No terminal repeats	1	11	0.5057	NA	0	0.5266	NA	NA
k127_10091	360	No terminal repeats	1	11	0.5026	NA	0	0.5329	NA	NA
k127_6580	474	No terminal repeats	2	11	0.5009	NA	0	0.0000	NA	NA
k127_6702	293	No terminal repeats	1	11	0.4986	NA	0	0.0000	NA	NA
k127_5255	300	No terminal repeats	1	11	0.4951	NA	0	0.0000	NA	NA
k127_4352	288	No terminal repeats	1	11	0.4919	NA	0	0.0000	NA	NA
k127_1285	2215	No terminal repeats	3	11	0.4900	NA	0	0.0000	NA	NA
k127_7104	258	No terminal repeats	1	11	0.4894	NA	0	0.0000	NA	NA
k127_2668	266	No terminal repeats	1	11	0.4883	NA	0	0.0000	NA	NA
k127_5923	317	No terminal repeats	1	11	0.4840	NA	0	0.2239	NA	NA
k127_2643	498	No terminal repeats	2	11	0.4838	NA	0	0.7607	NA	NA
k127_590	311	No terminal repeats	1	11	0.4826	NA	0	0.5173	NA	NA
k127_7126	551	No terminal repeats	3	11	0.4817	NA	0	0.0000	NA	NA
k127_8420	1292	No terminal repeats	2	11	0.4795	NA	0	0.0000	NA	NA
k127_8776	312	No terminal repeats	2	11	0.4756	NA	0	0.0000	NA	NA
k127_5532	301	No terminal repeats	1	11	0.4679	NA	0	0.0000	NA	NA
k127_10803	1614	No terminal repeats	3	11	0.4677	NA	0	0.0000	NA	NA
k127_3178	358	No terminal repeats	1	11	0.4667	NA	0	0.3641	NA	NA
k127_3648	301	No terminal repeats	1	11	0.4664	NA	0	0.0000	NA	NA
k127_4763	301	No terminal repeats	1	11	0.4624	NA	0	0.0000	NA	NA
k127_8762	299	No terminal repeats	1	11	0.4601	NA	0	0.0000	NA	NA
k127_1768	551	No terminal repeats	1	11	0.4569	NA	0	0.0000	NA	NA
k127_3271	513	No terminal repeats	1	11	0.4560	NA	0	0.6008	NA	NA
k127_2036	463	No terminal repeats	2	11	0.4410	NA	0	0.0000	NA	NA
k127_7238	299	No terminal repeats	1	11	0.4382	NA	0	0.0000	NA	NA
k127_5904	301	No terminal repeats	1	11	0.4381	NA	0	0.0000	NA	NA
k127_3448	301	No terminal repeats	2	11	0.4348	NA	0	0.5235	NA	NA
k127_5501	534	No terminal repeats	1	11	0.4343	NA	0	0.0000	NA	NA
k127_6187	300	No terminal repeats	1	11	0.4269	NA	0	0.0000	NA	NA
k127_3669	294	No terminal repeats	1	11	0.4263	NA	0	0.0000	NA	NA
k127_2695	359	No terminal repeats	1	11	0.4245	NA	0	0.0000	NA	NA
k127_331	301	No terminal repeats	1	11	0.4231	NA	0	0.4460	NA	NA
k127_7554	1131	No terminal repeats	5	11	0.4159	NA	0	0.0000	NA	NA
k127_8027	266	No terminal repeats	1	11	0.4087	NA	0	0.0000	NA	NA
k127_6466	301	No terminal repeats	2	11	0.4074	NA	0	0.0000	NA	NA
k127_8179	300	No terminal repeats	1	11	0.4032	NA	0	0.0000	NA	NA
k127_6039	301	No terminal repeats	1	11	0.4011	NA	0	0.0000	NA	NA
k127_689	294	No terminal repeats	2	11	0.4009	NA	0	0.0000	NA	NA
k127_5453	483	No terminal repeats	3	11	0.3999	NA	0	0.0000	NA	NA
k127_4343	299	No terminal repeats	1	11	0.3991	NA	0	0.0000	NA	NA
k127_9927	285	No terminal repeats	1	11	0.3972	NA	0	0.0000	NA	NA
k127_9197	468	No terminal repeats	2	11	0.3969	NA	0	0.0000	NA	NA
k127_3920	289	No terminal repeats	2	11	0.3943	NA	0	0.0000	NA	NA
k127_10499	302	No terminal repeats	1	11	0.3909	NA	0	0.0000	NA	NA
k127_3380	298	No terminal repeats	1	11	0.3886	NA	0	0.0000	NA	NA
k127_5840	292	No terminal repeats	1	11	0.3836	NA	0	0.0000	NA	NA
k127_6692	462	No terminal repeats	2	11	0.3835	NA	0	0.0000	NA	NA
k127_5305	581	No terminal repeats	3	11	0.3815	NA	0	0.0000	NA	NA
k127_2459	564	No terminal repeats	1	11	0.3794	NA	0	0.0000	NA	NA
k127_801	551	No terminal repeats	1	11	0.3793	NA	0	0.0000	NA	NA
k127_11321	294	No terminal repeats	1	11	0.3789	NA	0	0.0000	NA	NA
k127_3788	301	No terminal repeats	2	11	0.3766	NA	0	0.0000	NA	NA
k127_5575	298	No terminal repeats	1	11	0.3731	NA	0	0.0000	NA	NA
k127_9398	588	No terminal repeats	2	11	0.3729	NA	0	0.0000	NA	NA
k127_7088	301	No terminal repeats	1	11	0.3728	NA	0	0.0000	NA	NA
k127_8859	390	No terminal repeats	2	11	0.3702	NA	0	0.0000	NA	NA
k127_8212	1340	No terminal repeats	1	11	0.3652	NA	0	0.0000	NA	NA
k127_8066	288	No terminal repeats	2	11	0.3634	NA	0	0.0000	NA	NA
k127_7275	300	No terminal repeats	1	11	0.3451	NA	0	0.0000	NA	NA
k127_3819	300	No terminal repeats	2	11	0.3448	NA	0	0.0000	NA	NA
k127_6305	298	No terminal repeats	1	11	0.3416	NA	0	0.0000	NA	NA
